Freeze,Bill Code,Contract Code,Job,Phase,Name,Shared Saving,Category,Phase Type,Type,Method,Current Cost Budget,Spent/Committed Against Base Contract,Spent/Committed Total,Actual Cost,Spent/Committed (In Scope),Complete %,Pending Internal PCI,Pending Internal PCI Cost To Complete,Pending External PCI Cost To Complete,Cost to Complete,Cost to Complete Override,Projected Cost Forecast,Projected Cost Forecast Override,Cost Variance,Pending CO,Pending CO (Incl. Risk),Projected Cost Budget,Spent/Committed (Pending CO),Cost To Complete (Pending CO),Proj Cost Forecast (Incl. Pending CO),Projected Cost Forecast (Incl Pending CO) Override,Cost Variance (Incl Pending CO),Current Bill Budget,Pending CO,Original Cost<br/> Budget Amount,Original Bill<br/> Budget Amount,Pending CO (Incl. Risk),Projected Bill Budget,Billed To Date,Revenue Forecast,Revenue Forecast Override,Revenue Variance,Adj Rev Forecast,Projected Profit,Current Period Cost,Previous Period Cost,Last Period  Forecast,Cost Forercast /<br>Variance,Current Period  Changes,Previous Period  Changes,Current Period  Commitments,Previous Period  Commitments,Shared Saving Amt,Profit Incl Shared Saving,Pending PCI including Risk (revenue),Pending PCI including Risk (Cost),WIP Projected cost forecast including Risk,WIP Projected cost forecast,WIP Revenue amount,WIP adjusted Revenue amount,Adj Rev Forecast <br/> Variance,Billed Budget Qty,Billed Completed Qty,Billed Remaining Qty,Billed Projected Qty,Input Budget Qty,Input Completed Qty,Input Remaining Qty,Input Projected Qty,Input WM Code,Output Budget Qty,Output Completed Qty,Output Remaining Qty,Output Projected Qty,Output WM Code,Committed Amount,Committed Remaining Amount,Spent Against Commitment Amount,Total Cost to Complete Amt,Notes
Y,IPCRP1-0141-1040-S,IPCRP1,IPCRP1,0141-1040,Structural Concrete,N,S,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,"J . D'Annunzio & Sons, Inc."
Y,IPCRP1-0142-0000-L,IPCRP1,IPCRP1,0142-0000,"FOOTING CONC, CL HP",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0142-0000-R,IPCRP1,IPCRP1,0142-0000,"FOOTING CONC, CL HP",N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,1921200,0,0,1921200,0,1921200,605910,0,N,1921200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921200,0,0,0,0,0,0,0,0,NA,0,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0142-1000-L,IPCRP1,IPCRP1,0142-1000,Install & Strip Formwork,N,L,,NR,P,930422.4,0,0,0,0,0,0,0,0,0,Y,0,Y,930422.4,0,0,930422.4,0,0,0,Y,930422.4,0,0,930422.4,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680,0,0,0,7680,0,0,0,HR,25055,0,0,0,SF,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0142-1010-C,IPCRP1,IPCRP1,0142-1010,Place Concrete,N,C,,NR,P,17611,0,0,0,0,0,0,0,0,0,Y,0,Y,17611,0,0,17611,0,0,0,Y,17611,0,0,17611,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,3065,0,0,0,CY,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0142-1010-E,IPCRP1,IPCRP1,0142-1010,Place Concrete,N,E,,NR,P,50000,0,0,0,0,0,0,0,0,0,Y,0,Y,50000,0,0,50000,0,0,0,Y,50000,0,0,50000,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,3065,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0142-1010-L,IPCRP1,IPCRP1,0142-1010,Place Concrete,N,L,,NR,P,772934,0,0,0,0,0,0,0,0,0,Y,0,Y,772934,0,0,772934,0,0,0,Y,772934,0,0,772934,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360,0,0,0,7360,0,0,0,HR,3065,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0142-1020-C,IPCRP1,IPCRP1,0142-1020,Furn Formwork,N,C,,NR,P,122759,0,0,0,0,0,0,0,0,0,Y,0,Y,122759,0,0,122759,0,0,0,Y,122759,0,0,122759,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LS,3202,0,0,0,SF,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0142-1020-L,IPCRP1,IPCRP1,0142-1020,Furn Formwork,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,3202,0,0,0,SF,0,0,0,0,
Y,IPCRP1-0143-0000-L,IPCRP1,IPCRP1,0143-0000,"CONC FOR STRUCTURES, CL HP",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0143-0000-R,IPCRP1,IPCRP1,0143-0000,"CONC FOR STRUCTURES, CL HP",N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,3918000,0,0,3918000,0,3918000,1043508,0,N,3918000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918000,0,0,0,0,0,0,0,0,LF,0,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0143-1000-L,IPCRP1,IPCRP1,0143-1000,Install & Strip Formwork,N,L,,NR,P,3407153.95,1372.98,1372.98,1372.98,1372.98,100,0,0,0,0,Y,1372.98,Y,3405780.97,0,0,3407153.95,0,0,1372.98,Y,3405780.97,0,0,3407153.95,0,0,0,0,0,N,0,0,-1372.98,0,0,13000,11627.02,0,0,0,0,0,-1372.98,0,0,1372.98,1372.98,0,0,0,28835,0,9.5,9.5,28835,9.5,0,9.5,HR,86505,12.05,0,12.05,SF,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0143-1010-C,IPCRP1,IPCRP1,0143-1010,Place Concrete,N,C,,NR,P,17958,0,0,0,0,0,0,0,0,0,Y,0,Y,17958,0,0,17958,0,0,0,Y,17958,0,0,17958,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,3390,1.26,0,1.26,CY,0,0,0,0,
Y,IPCRP1-0143-1010-E,IPCRP1,IPCRP1,0143-1010,Place Concrete,N,E,,NR,P,158833,0,0,0,0,0,0,0,0,0,Y,0,Y,158833,0,0,158833,0,0,0,Y,158833,0,0,158833,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CY,3390,1.26,0,1.26,CY,0,0,0,0,
Y,IPCRP1-0143-1010-L,IPCRP1,IPCRP1,0143-1010,Place Concrete,N,L,,NR,P,759524,2288.94,2288.94,2288.94,2288.94,100,0,0,0,0,Y,2288.94,Y,757235.06,0,0,759524,0,0,2288.94,Y,757235.06,0,0,759524,0,0,0,0,0,N,0,0,-2288.94,0,0,1300,-988.94,0,0,0,0,0,-2288.94,0,0,2288.94,2288.94,0,0,0,7118,0,19,19,7118,19,0,19,HR,3390,1.26,0,1.26,CY,0,0,0,0,2.  Self-perform budget for est 5cy/270sf of ful depth conc repair at Houston St work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
N,IPCRP1-0143-1010-S,IPCRP1,IPCRP1,0143-1010,Place Concrete,N,S,,UNIT,A,0,720.79,720.79,720.79,720.79,100,0,0,0,0,N,720.79,N,-720.79,0,0,0,0,0,720.79,N,-720.79,0,0,0,0,0,0,0,0,N,0,0,-720.79,0,720.79,720.79,0,0,0,0,0,0,-720.79,0,0,720.79,720.79,0,0,0,0,0,5.5,5.5,0,0,5.5,5.5,NA,3390,1.26,0,1.26,CY,720.79,0,720.79,0,
Y,IPCRP1-0143-1020-C,IPCRP1,IPCRP1,0143-1020,Furn Formwork,N,C,,NR,P,282559.93,0,0,0,0,0,0,0,0,10,Y,10,Y,282549.93,0,0,282559.93,0,0,10,Y,282549.93,0,0,282559.93,0,0,0,0,0,N,0,0,-10,0,0,10,0,0,0,0,0,0,-10,0,0,10,10,0,0,0,0,0,0,,0,0,0,0,EA,86505,0,12.05,12.05,SF,0,0,0,10,I don’t expect us to charge anything here work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0143-1020-L,IPCRP1,IPCRP1,0143-1020,Furn Formwork,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HR,86505,0,12.05,12.05,SF,0,0,0,0,
Y,IPCRP1-0144-0000-L,IPCRP1,IPCRP1,0144-0000,EPOXY COATED ST FABRIC REINFORCEMENT,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0144-0000-R,IPCRP1,IPCRP1,0144-0000,EPOXY COATED ST FABRIC REINFORCEMENT,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,9000,0,0,9000,0,9000,0,0,N,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,LS,0,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0145-0000-L,IPCRP1,IPCRP1,0145-0000,EPOXY COATED REBAR FOR STRUCTURES,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LB,0,0,0,0,
Y,IPCRP1-0145-0000-R,IPCRP1,IPCRP1,0145-0000,EPOXY COATED REBAR FOR STRUCTURES,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,1970566,0,0,1970566,0,1970566,704982.98,0,N,1970566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970566,0,0,0,0,0,0,0,0,LS,0,0,0,0,LB,0,0,0,0,
Y,IPCRP1-0146-0000-L,IPCRP1,IPCRP1,0146-0000,STUD SHEAR CONNECTORS FOR BRIDGES,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,EA,0,0,0,0,
Y,IPCRP1-0146-0000-R,IPCRP1,IPCRP1,0146-0000,STUD SHEAR CONNECTORS FOR BRIDGES,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,76320,0,0,76320,0,76320,73520,0,N,76320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76320,0,0,0,0,0,0,0,0,LS,0,0,0,0,EA,0,0,0,0,
Y,IPCRP1-0146-1000-L,IPCRP1,IPCRP1,0146-1000,Shear Stud Connectors for Bridges,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,4764,3676,1088,4764,EA,0,0,0,0,
Y,IPCRP1-0146-1000-S,IPCRP1,IPCRP1,0146-1000,Shear Stud Connectors for Bridges,N,S,,NR,A,45258,36252,36252,34922,36252,96.3312369,0,0,0,0,Y,36252,Y,9006,0,0,45258,0,0,36252,Y,9006,0,0,45258,0,0,0,0,0,N,0,0,-36252,0,0,36252,0,0,0,0,0,0,-36252,0,0,36252,36252,0,0,0,0,0,0,,0,3676,1088,4764,LS,4764,3676,1088,4764,EA,36252,1330,34922,0,"need to write SCO to JA Equipment for delta (+698ea) btwn IPC takeoff 4,514ea) & EE (3,816ea), as Subcontract was written to EE. Do after work completed, so only done once. J. ANTHONY EQUIPMENT CO., INC. @$36,252 (Total $224,252.00) PMF DSB (1,176) + CHB (2,640) + E10th (est 2 x 21 x 19FB = 798) = 4,514ea"
Y,IPCRP1-0147-0000-L,IPCRP1,IPCRP1,0147-0000,"SS SLAB W/ INTEGRAL WS, BTM FW REQD, TYPE 9 FRICT",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0147-0000-R,IPCRP1,IPCRP1,0147-0000,"SS SLAB W/ INTEGRAL WS, BTM FW REQD, TYPE 9 FRICT",N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,1161000,0,0,1161000,0,1161000,632407.5,0,N,1161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161000,0,0,0,0,0,0,0,0,LS,0,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0147-1000-E,IPCRP1,IPCRP1,0147-1000,Install & Strip Deck Formwork,N,E,,NR,P,36800,0,0,0,0,0,0,0,0,0,Y,0,Y,36800,0,0,36800,0,0,0,Y,36800,0,0,36800,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CY,13320,0,0,0,SF,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0147-1000-L,IPCRP1,IPCRP1,0147-1000,Install & Strip Deck Formwork,N,L,,NR,P,699786.96,0,0,0,0,0,0,0,0,0,Y,0,Y,699786.96,0,0,699786.96,0,0,0,Y,699786.96,0,0,699786.96,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,0,0,0,5152,0,0,0,HR,13320,0,0,0,SF,0,0,0,0,
Y,IPCRP1-0147-1020-E,IPCRP1,IPCRP1,0147-1020,Install & Strip Parapet Formwork,N,E,,NR,P,3200,0,0,0,0,0,0,0,0,0,Y,0,Y,3200,0,0,3200,0,0,0,Y,3200,0,0,3200,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,4000,0,0,0,SF,0,0,0,0,
Y,IPCRP1-0147-1020-L,IPCRP1,IPCRP1,0147-1020,Install & Strip Parapet Formwork,N,L,,NR,P,52935.84,0,0,0,0,0,0,0,0,0,Y,0,Y,52935.84,0,0,52935.84,0,0,0,Y,52935.84,0,0,52935.84,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,4000,0,0,0,SF,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0147-1021-C,IPCRP1,IPCRP1,0147-1021,"Bridge OH Bracket & Decking, Install-Remove",N,C,,UNIT,U,0,23692.69,23692.69,14722.51,23692.69,62.13946158,0,0,0,0,Y,23692.69,Y,-23692.69,0,0,0,0,0,23692.69,Y,-23692.69,0,0,0,0,0,0,0,0,N,0,0,-23692.69,0,0,23692.69,0,0,0,0,0,0,-23692.69,0,0,23692.69,23692.69,0,0,0,0,0,5529.09,5529.09,0,1355.69,4173.4,5529.09,NA,0,636,404,1040,LF,23692.69,8970.18,14722.51,0,
Y,IPCRP1-0147-1021-L,IPCRP1,IPCRP1,0147-1021,"Bridge OH Bracket & Decking, Install-Remove",N,L,,UNIT,P,0,99701.31,99701.31,99701.31,99701.31,49.850655,0,0,0,100298.69,Y,200000,Y,-200000,0,0,0,0,0,200000,Y,-200000,0,0,0,0,0,0,0,0,N,0,0,-200000,0,0,260000,60000,0,0,0,0,0,-200000,0,0,200000,200000,0,0,0,0,0,1504.26,1504.26,0,752,752.26,1504.26,HR,0,636,404,1040,LF,0,0,0,100298.69,"DSB (2 x 210), CHB (2 x 160), E10St (2 x 150).  Claim 60% install, 40% remove."
Y,IPCRP1-0147-1030-E,IPCRP1,IPCRP1,0147-1030,Set Up Screed,N,E,,NR,P,6600,0,0,0,0,0,0,0,0,0,Y,0,Y,6600,0,0,6600,0,0,0,Y,6600,0,0,6600,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,3,0,0,0,EA,0,0,0,0,
Y,IPCRP1-0147-1030-L,IPCRP1,IPCRP1,0147-1030,Set Up Screed,N,L,,NR,P,18531,0,0,0,0,0,0,0,0,0,Y,0,Y,18531,0,0,18531,0,0,0,Y,18531,0,0,18531,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,168,0,0,0,HR,3,0,0,0,EA,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0147-1040-C,IPCRP1,IPCRP1,0147-1040,Place Concrete,N,C,,NR,P,2280,0,0,0,0,0,0,0,0,0,Y,0,Y,2280,0,0,2280,0,0,0,Y,2280,0,0,2280,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,836,0,0,0,CY,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0147-1040-E,IPCRP1,IPCRP1,0147-1040,Place Concrete,N,E,,NR,P,30300,0,0,0,0,0,0,0,0,0,Y,0,Y,30300,0,0,30300,0,0,0,Y,30300,0,0,30300,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,836,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0147-1040-L,IPCRP1,IPCRP1,0147-1040,Place Concrete,N,L,,NR,P,203590,0,0,0,0,0,0,0,0,0,Y,0,Y,203590,0,0,203590,0,0,0,Y,203590,0,0,203590,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,0,1836,0,0,0,HR,836,0,0,0,CY,0,0,0,0,
Y,IPCRP1-0147-1050-C,IPCRP1,IPCRP1,0147-1050,F&I SIP Formwork - Sub,N,C,,UNIT,U,0,21045.9,21045.9,19958,21045.9,94.83082216,0,0,0,0,Y,21045.9,Y,-21045.9,0,0,0,0,0,21045.9,Y,-21045.9,0,0,0,0,0,0,0,0,N,0,0,-21045.9,0,0,21045.9,0,0,0,0,0,0,-21045.9,0,0,21045.9,21045.9,0,0,0,0,0,0,0,0,84,-84,0,NA,1100,0,0,0,SY,13345.9,1087.9,12258,0,
Y,IPCRP1-0147-1050-L,IPCRP1,IPCRP1,0147-1050,F&I SIP Formwork - Sub,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,1100,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0147-1050-S,IPCRP1,IPCRP1,0147-1050,F&I SIP Formwork - Sub,N,S,,NR,P,136950,188000,188000,142880,188000,76,0,0,0,0,Y,188000,Y,-51050,0,0,136950,0,0,188000,Y,-51050,0,0,136950,0,0,0,0,0,N,0,0,-188000,0,0,188000,0,0,0,0,0,0,-188000,0,0,188000,188000,0,0,0,0,0,0,,0,1.52,-1.52,0,MO,1100,0,0,0,SY,188000,45120,142880,0,"J. ANTHONY EQUIPMENT CO., INC. @$188,000 (Total $224,252.00)"
Y,IPCRP1-0147-1060-C,IPCRP1,IPCRP1,0147-1060,Furn Formwork,N,C,,NR,P,94290,0,0,0,0,0,0,0,0,0,Y,0,Y,94290,0,0,94290,0,0,0,Y,94290,0,0,94290,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,MO,13320,0,0,0,SF,0,0,0,0,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0147-1060-L,IPCRP1,IPCRP1,0147-1060,Furn Formwork,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,13320,0,0,0,SF,0,0,0,0,
Y,IPCRP1-0147-1070-L,IPCRP1,IPCRP1,0147-1070,Structural Concrete Sub (D’Annunzio),N,L,,UNIT,P,0,33547.84,33547.84,33547.84,33547.84,99.99409833,0,0,0,1.98,Y,33549.82,Y,-33549.82,0,0,0,0,0,33549.82,Y,-33549.82,0,0,0,0,0,0,0,0,N,0,0,-33549.82,0,0,33549.82,0,0,0,0,0,0,-33549.82,0,0,33549.82,33549.82,0,0,0,0,0,253,253,0,253,0,253,HR,1,0.35,0.65,1,LS,0,0,0,1.98,
Y,IPCRP1-0147-1070-S,IPCRP1,IPCRP1,0147-1070,Structural Concrete Sub (D’Annunzio),N,S,,UNIT,A,0,15383771.32,15383771.32,5198125.06,15383771.32,34.61825105,0,0,0,-368209,Y,15015562.32,Y,-15015562.32,0,0,0,0,0,15015562.32,Y,-15015562.32,0,0,0,0,0,0,0,0,N,0,0,-15015562.32,0,0,15015562.32,0,0,0,0,125264.22,0,-15015562.32,0,0,15015562.32,15015562.32,0,0,0,0,0,0,0,0,10897.24,-10897.24,0,NA,1,0.35,0.65,1,LS,15383771.32,10185646.26,5198125.06,-368209,work included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070
Y,IPCRP1-0148-0000-L,IPCRP1,IPCRP1,0148-0000,"STRUCT APP SLAB W/ INTEGRAL WS, TYPE 1 FRICTION",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0148-0000-R,IPCRP1,IPCRP1,0148-0000,"STRUCT APP SLAB W/ INTEGRAL WS, TYPE 1 FRICTION",N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,49320,0,0,49320,0,49320,24548.4,0,N,49320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49320,0,0,0,0,0,0,0,0,MO,0,0,0,0,SY,0,0,0,0,
Y,IPCRP1-0148-1000-L,IPCRP1,IPCRP1,0148-1000,Install & Strip Formwork - App Slabs,N,L,,NR,P,959.45,3230.1,3230.1,3230.1,3230.1,30.27292588,0,0,0,7439.83,Y,10669.93,Y,-9710.48,0,0,959.45,0,0,10669.93,Y,-9710.48,0,0,959.45,0,0,0,0,0,N,0,0,-10669.93,0,0,10669.93,0,0,0,0,0,0,-10669.93,0,0,10669.93,10669.93,0,0,0,8.12,0,80,80,8.12,25.5,54.5,80,HR,72.46,155.8,368.2,524,SF,0,0,0,7439.83,"50% item self-performed (Flood Gates), 50% item included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070"
Y,IPCRP1-0148-1010-C,IPCRP1,IPCRP1,0148-1010,Place Concrete - App Slabs,N,C,,NR,P,95.7,0,0,0,0,0,0,0,0,0,Y,0,Y,95.7,0,0,95.7,0,0,0,Y,95.7,0,0,95.7,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LS,28.99,8.74,78.63,87.37,CY,0,0,0,0,
Y,IPCRP1-0148-1010-E,IPCRP1,IPCRP1,0148-1010,Place Concrete - App Slabs,N,E,,NR,P,6105,0,0,0,0,0,0,0,0,0,Y,0,Y,6105,0,0,6105,0,0,0,Y,6105,0,0,6105,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LS,28.99,8.74,78.63,87.37,CY,0,0,0,0,
Y,IPCRP1-0148-1010-L,IPCRP1,IPCRP1,0148-1010,Place Concrete - App Slabs,N,L,,NR,P,24520,8731.35,8731.35,8731.35,8731.35,17.45114385,0,0,0,41301.76,Y,50033.11,Y,-25513.11,0,0,24520,0,0,50033.11,Y,-25513.11,0,0,24520,0,0,0,0,0,N,0,0,-50033.11,0,0,50033.11,0,0,0,0,0,0,-50033.11,0,0,50033.11,50033.11,0,0,0,210.51,0,415.3,415.3,210.51,71.5,343.8,415.3,HR,28.99,8.74,78.63,87.37,CY,0,0,0,41301.76,"2. As / SS (10/3) DT takeoff for IPC FG App Slabs used to update PMF. Including JDA App slabs for Bridges there will be a 7% underrun of EE quantity 50% item self-performed (Flood Gates), 50% item included in Structural Concrete Sub (D'Annunzio) cc: 0147-1070"
Y,IPCRP1-0148-1020-C,IPCRP1,IPCRP1,0148-1020,Furn Formwork,N,C,,NR,P,394.47,0,0,0,0,0,0,0,0,0,Y,0,Y,394.47,0,0,394.47,0,0,0,Y,394.47,0,0,394.47,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LS,72.46,0,0,0,SF,0,0,0,0,"Note worth tracking, made PMF = $0.00 as per VS"
Y,IPCRP1-0148-1020-L,IPCRP1,IPCRP1,0148-1020,Furn Formwork,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,72.46,0,0,0,SF,0,0,0,0,
